Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk,Site_Prep_Actual_Cost,Site_Prep_Actual_Days,Foundations_Actual_Cost,Foundations_Actual_Days,Structure_Actual_Cost,Structure_Actual_Days,Systems_Actual_Cost,Systems_Actual_Days,Finishing_Actual_Cost,Finishing_Actual_Days,Actual_Cost_Total,Actual_Time_Total,Comp_High,Comp_Low,Comp_Medium
P0536,Highway Expansion,Bridge,Low,3976242,62,45,89,8.53,0.99,501,Not Feasible,,,685.19,303574.78,37,36.25,759627.68,136,75.42,1955775.79,199,61.96,481411.59,56,31.5,475852.15,74,19.87,327810.22,37,851277.48,166,2164310.06,229,517461.48,55,505718.81,68,4366578.05,555,False,True,False
P0537,Smart Solar Grid,Building,Low,5580081,70,48,78,9.73,0.65,574,Feasible,,,2287.73,287141.73,52,40.91,774276.12,70,83.77,1376115.35,126,37.03,1974227.96,156,52.43,1168319.84,170,25.86,315407.68,54,885514.67,89,1505944.38,128,2192569.1,171,1264773.1,162,6164208.93,604,False,True,False
P0538,Urban Flyover,Road,Low,6867554,68,31,38,2.67,0.9,536,Feasible,,,10376.41,1801448.32,184,54.26,1191965.74,94,39.89,1604176.86,137,28.09,794029.33,61,17.57,1475933.75,60,15.18,1890345.88,204,1233737.92,97,1641553.8,132,804215.76,55,1491357.13,54,7061210.49,542,False,True,False
P0539,Dam Reinforcement,Water Infra,High,3648790,68,39,47,7.16,0.75,443,Borderline,,,1788.71,428345.71,79,47.01,640575.7,99,51.85,1541152.59,116,23.92,812442.25,89,35.41,226273.73,61,36.81,482536.48,90,724951.87,116,1697839.25,117,905085.81,96,252416.78,66,4062830.19,485,True,False,False
P0540,Smart Solar Grid,Power Plant,Low,4763024,74,79,91,3.94,0.52,290,Not Feasible,,,786.82,315496.11,37,60.08,566294.84,48,88.9,770275.65,52,48.94,2491941.05,111,100.0,619016.35,42,92.76,333811.98,42,615460.05,62,806428.9,56,2735896.84,150,675143.64,55,5166741.41,365,False,True,False
P0541,Dam Reinforcement,Bridge,Medium,3646791,71,41,33,6.77,0.88,183,Borderline,,,759.75,241246.59,12,28.74,752074.61,55,69.47,1597697.33,63,62.85,438769.9,27,29.29,617002.57,26,14.65,259481.69,12,840948.57,67,1775441.59,75,472187.5,27,654550.46,24,4002609.81,205,False,False,True
P0542,Highway Expansion,Bridge,High,3710108,80,99,43,4.76,0.58,363,Feasible,,,818.3,280588.16,34,68.7,876746.11,103,100.0,1478803.65,125,100.0,530901.9,47,68.6,543068.17,55,40.88,315102.57,43,1013428.99,149,1709346.05,181,596150.95,60,593993.65,61,4228022.21,494,True,False,False
P0543,Highway Expansion,Power Plant,Low,5833177,66,51,63,9.94,0.82,190,Feasible,,,734.93,418062.11,27,42.22,737300.16,37,53.74,1008059.99,32,35.59,2926506.59,60,68.09,743248.16,35,55.36,459959.91,28,820158.07,41,1102031.47,32,3299720.28,71,828045.58,39,6509915.31,211,False,True,False
P0544,Highway Expansion,Power Plant,Medium,4353597,72,61,75,7.29,0.54,393,Not Feasible,,,686.1,302524.46,47,46.29,515560.32,59,66.99,831102.02,70,43.5,2107697.0,154,81.26,596713.2,64,66.96,332529.75,52,577906.76,72,911097.25,76,2394177.01,199,668854.61,78,4884565.38,477,False,False,True
P0545,Industrial Complex,Building,High,1065953,81,30,70,9.52,0.97,571,Feasible,,,485.84,69913.75,57,25.72,108843.18,65,52.89,301436.72,101,25.64,334907.65,166,32.0,250851.7,183,13.73,78753.86,58,125853.32,77,339524.84,103,379564.17,175,279267.11,174,1202963.3,587,True,False,False
P0546,Dam Reinforcement,Bridge,Low,4989618,59,83,51,8.35,0.65,488,Feasible,,,819.05,431979.29,38,57.24,881340.99,123,100.0,1994800.96,207,100.0,847683.18,64,60.64,833813.58,56,27.81,475188.55,43,1008709.5,167,2283083.06,280,935472.5,73,891684.59,54,5594138.2,617,False,True,False
P0547,Highway Expansion,Water Infra,Low,3597480,59,87,69,9.03,0.61,244,Feasible,,,1681.2,505836.24,39,100.0,576493.11,51,100.0,1452267.26,82,50.85,777540.91,41,69.61,285342.47,31,84.73,583073.28,53,664518.87,69,1599218.44,89,871503.66,49,324346.03,39,4042660.28,299,False,True,False
P0548,Highway Expansion,Bridge,High,5197571,85,99,60,8.14,0.56,502,Feasible,,,972.51,422452.7,29,79.43,1023389.95,134,100.0,2384377.05,194,100.0,746557.58,71,70.43,620793.73,74,40.73,494717.37,39,1221288.91,194,2845458.13,281,866974.18,91,700922.46,82,6129361.05,687,True,False,False
P0549,Dam Reinforcement,Building,High,3922097,57,47,85,4.59,0.97,436,Not Feasible,,,1257.05,120482.56,30,40.29,435884.73,52,78.14,1166600.63,110,32.88,1273154.56,118,51.03,925974.52,125,32.67,131549.87,33,493240.39,69,1264689.43,117,1404455.74,138,1003627.17,132,4297562.6,489,True,False,False
P0550,Highway Expansion,Water Infra,Low,1157164,69,35,44,2.52,0.86,450,Feasible,,,475.56,172105.04,76,41.24,237746.96,97,48.57,446999.17,147,18.65,238569.5,78,30.13,61743.33,52,36.41,176361.79,79,245342.32,104,448117.36,134,241861.65,76,62976.96,53,1174660.08,446,False,True,False
P0551,Dam Reinforcement,Water Infra,Low,5729930,81,74,80,3.7,0.87,226,Feasible,,,2826.77,738967.43,35,89.88,905315.75,47,97.23,2530842.63,69,41.36,1134135.57,45,63.16,420668.61,31,78.36,803625.36,45,991168.3,63,2629757.41,72,1203131.93,52,452640.63,38,6080323.63,270,False,True,False
P0552,Smart Solar Grid,Water Infra,Low,3228636,99,52,85,0.2,0.75,267,Feasible,,,1497.27,480324.38,50,59.91,566638.1,67,71.04,1376880.09,75,32.73,562080.03,43,48.61,242713.41,32,47.71,490191.86,57,584351.19,80,1369132.2,74,567511.44,46,244848.43,34,3256035.12,291,False,True,False
P0553,Dam Reinforcement,Building,High,1531831,63,52,61,5.24,0.74,514,Feasible,,,513.28,122881.45,43,48.49,193309.62,60,86.6,430811.41,121,32.14,430189.97,140,65.35,354638.55,150,27.42,135966.02,50,221667.96,82,469251.39,128,483651.29,175,384515.38,154,1695052.04,589,True,False,False
P0554,Dam Reinforcement,Bridge,Low,3989475,99,55,84,5.05,0.56,582,Feasible,,,838.96,306374.46,48,46.04,767191.96,156,92.95,1864749.19,226,81.85,548686.12,84,35.09,502473.28,68,19.07,323300.29,51,845881.6,205,2035132.62,284,572937.6,84,516561.73,62,4293813.84,686,False,True,False
P0555,Industrial Complex,Road,Medium,4206420,77,36,55,5.25,0.78,549,Feasible,,,6748.09,932248.31,195,57.29,768615.76,97,48.65,1074792.9,118,29.22,469516.8,75,22.05,961246.22,64,22.79,1021949.6,226,835686.9,108,1146929.58,118,497538.88,72,1019353.61,62,4521458.57,586,False,False,True
P0556,Smart Solar Grid,Water Infra,Low,4365884,95,73,95,9.74,0.62,311,Feasible,,,1770.02,623890.11,50,83.05,819300.25,72,99.37,1815992.44,89,47.83,843025.25,61,67.19,263675.96,39,67.57,712745.65,63,950090.41,97,2007163.87,95,948987.07,72,296923.7,46,4915910.7,373,False,True,False
P0557,Industrial Complex,Power Plant,Medium,4369720,73,56,28,9.11,0.99,456,Not Feasible,,,578.15,338236.89,56,42.2,497335.31,90,61.2,706916.77,81,37.7,2226557.73,176,71.84,600673.3,53,67.07,376572.36,60,563797.23,106,783639.83,85,2549413.73,218,684711.53,64,4958134.68,533,False,False,True
P0558,Highway Expansion,Building,High,5711075,64,55,55,1.62,0.9,345,Feasible,,,2535.93,414238.32,31,44.76,983645.28,45,95.67,1750098.96,86,38.06,1534091.38,79,59.28,1029001.07,103,37.23,441897.97,35,1100458.03,64,1854984.41,94,1659270.55,96,1089798.23,112,6146409.19,401,True,False,False
P0559,Dam Reinforcement,Water Infra,Low,3640328,71,65,57,3.69,0.71,361,Borderline,,,1739.66,477278.85,65,77.19,712823.6,80,89.38,1529172.99,102,39.24,624222.93,67,61.15,296829.63,47,58.04,512390.68,80,773923.78,104,1583832.3,105,660166.1,77,313001.24,53,3843314.1,419,False,True,False
P0560,Smart Solar Grid,Building,High,1691095,79,84,52,4.24,0.58,579,Borderline,,,634.8,114946.59,56,74.84,210311.77,86,100.0,542131.63,124,51.97,442731.25,166,100.0,380973.75,146,44.67,129159.39,73,241847.91,125,596203.02,145,509118.56,241,416064.1,165,1892392.98,749,True,False,False
P0561,Industrial Complex,Power Plant,Low,1833727,53,93,61,3.61,0.89,481,Borderline,,,218.41,144387.11,72,69.77,240284.66,93,100.0,289576.43,77,57.31,914841.64,170,100.0,244637.16,70,100.0,153589.08,86,262821.1,126,304443.74,86,1000645.18,230,267581.82,95,1989080.92,623,False,True,False
P0562,Dam Reinforcement,Water Infra,Low,2162928,62,86,80,7.98,0.56,403,Feasible,,,919.99,220764.66,68,100.0,376793.79,96,100.0,898213.45,119,56.32,479747.17,73,73.27,187408.93,47,83.79,251831.41,92,429817.49,130,983926.65,133,533960.43,88,210631.39,60,2410167.37,503,False,True,False
P0563,Urban Flyover,Bridge,Low,6063778,72,98,65,5.24,0.59,551,Feasible,,,1007.9,394936.16,44,72.62,1257287.05,157,100.0,2672257.59,182,100.0,763197.6,80,59.39,976099.6,88,39.07,428189.6,53,1397946.18,213,2971216.7,247,817252.37,91,1025185.05,90,6639789.9,694,False,True,False
P0564,Industrial Complex,Building,Medium,3183151,57,90,80,5.72,0.61,282,Not Feasible,,,1126.33,144785.48,26,86.2,478044.05,27,100.0,806449.82,62,54.91,874348.25,76,100.0,879523.41,91,56.96,162870.22,34,544587.25,38,881048.12,71,996056.56,106,962748.44,105,3547310.59,354,False,False,True
P0565,Smart Solar Grid,Water Infra,High,4163683,67,31,37,8.53,0.78,127,Feasible,,,2201.67,619517.23,23,37.34,893302.2,29,41.9,1694363.38,36,20.05,709696.88,21,25.37,246803.3,18,30.33,700576.4,25,1014624.7,32,1884121.94,36,793294.59,21,277209.62,19,4669827.25,133,True,False,False
P0566,Industrial Complex,Water Infra,High,4970001,61,84,89,8.06,0.89,466,Feasible,,,2271.37,643943.97,78,98.47,964947.2,100,100.0,2135314.5,147,56.29,868610.58,81,73.97,357184.75,59,77.93,767825.68,112,1152185.99,145,2448337.98,176,1012613.28,105,417936.04,78,5798898.97,616,True,False,False
P0567,Industrial Complex,Building,Low,1070640,80,67,99,1.32,0.66,525,Feasible,,,426.59,55753.37,46,53.56,132680.38,61,100.0,267957.54,100,52.82,347376.19,145,79.94,266872.52,173,34.76,57128.89,51,141946.53,83,274375.6,110,364859.0,181,268577.04,173,1106887.06,598,False,True,False
P0568,Industrial Complex,Power Plant,Low,5390886,63,58,34,7.14,0.54,496,Borderline,,,815.74,404925.95,53,43.76,519534.83,75,66.2,923624.44,91,41.34,2958585.64,219,75.66,584215.14,60,63.05,434837.52,56,569907.14,88,989552.21,94,3274235.49,268,638965.26,69,5907497.62,575,False,True,False
P0569,Highway Expansion,Building,Low,3000991,83,55,67,4.35,0.73,271,Feasible,,,1409.46,119120.19,27,46.58,459627.56,34,93.66,760162.77,66,32.71,948113.0,63,68.87,713967.48,80,33.17,124999.11,29,504008.1,45,787107.59,65,1016094.53,75,739604.15,79,3171813.48,293,False,True,False
P0570,Urban Flyover,Road,Medium,5122263,67,64,91,2.95,0.87,441,Feasible,,,10764.84,1426155.87,148,100.0,793093.68,71,80.58,1247103.42,90,57.51,662337.74,65,33.75,993572.29,66,31.3,1597338.6,207,872607.06,92,1342839.97,104,697159.79,67,1043330.24,67,5553275.66,537,False,False,True
P0571,Smart Solar Grid,Bridge,Medium,5594877,83,96,32,0.5,0.61,214,Feasible,,,874.77,450704.05,20,76.87,1391213.71,53,100.0,2203725.4,75,100.0,770105.86,34,54.75,779127.98,32,43.57,477706.74,25,1506236.5,74,2385925.04,105,799478.14,39,800270.89,35,5969617.31,278,False,False,True
P0572,Smart Solar Grid,Power Plant,High,6668575,60,58,62,4.87,0.61,333,Feasible,,,976.2,553536.87,51,45.09,753798.52,63,64.23,974835.01,60,40.65,3540917.28,115,77.52,845487.33,43,62.51,608627.16,58,843998.86,78,1067300.94,66,4014137.14,152,945129.27,53,7479193.37,407,True,False,False
P0573,Smart Solar Grid,Bridge,High,5255780,90,63,79,3.55,0.97,183,Feasible,,,823.01,299670.53,17,53.21,942560.64,54,100.0,2494090.06,68,98.28,720141.47,24,38.21,799317.3,20,19.34,327825.29,20,1076924.94,78,2845172.85,98,776580.5,26,846294.91,20,5872798.49,242,True,False,False
P0574,Dam Reinforcement,Bridge,Medium,2355531,61,70,76,2.52,0.98,184,Borderline,,,464.52,187834.41,15,58.42,597669.27,47,100.0,928541.35,75,100.0,326591.98,25,43.0,314893.98,22,29.75,199528.21,17,659818.87,66,1025097.21,105,341869.96,27,325437.26,22,2551751.51,237,False,False,True
P0575,Smart Solar Grid,Building,Medium,6410160,98,70,90,6.95,1.0,500,Not Feasible,,,2277.36,454605.91,35,62.62,696162.86,58,100.0,1963427.48,100,49.46,2119643.86,145,77.12,1176319.89,161,38.14,506690.31,42,803217.34,81,2161276.32,111,2394729.84,184,1280887.26,169,7146801.07,587,False,False,True
P0576,Smart Solar Grid,Road,Low,1675510,64,52,36,7.69,0.9,389,Feasible,,,3492.01,342064.07,127,90.29,301374.22,79,66.18,436374.68,96,43.76,198304.62,44,31.31,397392.41,43,28.46,386708.54,165,333173.85,93,472274.47,101,212058.82,43,423780.77,42,1827996.45,444,False,True,False
P0577,Urban Flyover,Water Infra,High,4741196,80,32,69,2.45,0.59,144,Feasible,,,1894.59,533730.5,24,35.95,814650.93,32,43.19,2112799.35,46,21.38,911311.33,28,28.49,368703.9,15,30.99,568814.78,26,874268.9,36,2220013.74,46,964221.7,29,391058.96,16,5018378.08,153,True,False,False
P0578,Dam Reinforcement,Road,High,3734296,98,87,51,0.49,0.61,219,Not Feasible,,,9400.31,812924.41,74,100.0,708416.85,34,100.0,990992.35,52,83.53,424811.51,31,45.3,797150.89,28,42.91,909086.47,107,792216.55,49,1091625.29,70,451439.51,35,845180.97,31,4089548.79,292,True,False,False
P0579,Dam Reinforcement,Power Plant,High,4331869,78,61,41,8.49,0.67,224,Not Feasible,,,613.29,400271.83,30,49.62,493585.81,41,63.44,764682.99,40,44.09,2266725.95,79,78.97,406602.42,33,68.88,457108.36,35,571094.13,51,868663.17,45,2660972.75,105,472858.23,42,5030696.64,278,True,False,False
P0580,Industrial Complex,Road,Low,1898320,75,60,74,0.1,0.66,250,Not Feasible,,,3087.04,463299.46,92,100.0,344992.39,47,78.62,453427.61,54,52.66,247298.46,29,30.71,389302.08,27,29.64,490989.44,125,358505.37,58,459847.42,59,245570.15,28,386180.02,26,1941092.4,296,False,True,False
P0581,Highway Expansion,Bridge,Medium,5829040,67,72,76,9.37,0.98,508,Borderline,,,1166.87,499518.03,47,54.82,1358041.0,137,100.0,2632966.94,188,100.0,679978.15,70,51.01,658535.88,65,21.69,564540.41,54,1600556.76,191,3103155.96,263,765715.29,79,720881.86,62,6754850.28,649,False,False,True
P0582,Dam Reinforcement,Water Infra,Low,6781565,81,36,32,6.28,0.89,440,Not Feasible,,,3756.1,923983.51,80,43.52,1059948.52,100,50.79,2914109.64,129,23.86,1532840.96,84,27.54,350682.38,47,34.29,986937.66,84,1140054.01,109,3054015.14,122,1612206.09,81,371262.42,47,7164475.32,443,False,True,False
P0583,Dam Reinforcement,Road,Low,3007635,71,30,66,3.22,0.86,557,Feasible,,,4738.09,703707.19,191,51.44,515760.12,97,39.22,858238.04,132,24.73,317473.86,63,19.18,612455.79,74,15.43,736271.83,208,533355.72,99,875142.77,125,321973.82,58,618851.48,66,3085595.62,556,False,True,False
P0584,Urban Flyover,Water Infra,High,2226607,87,90,81,2.46,0.59,138,Feasible,,,936.37,272740.85,26,100.0,392211.96,31,100.0,909755.26,38,52.34,458462.64,21,78.87,193436.28,21,82.93,308375.43,38,443455.87,45,984050.85,45,508405.17,28,215315.45,28,2459602.77,184,True,False,False
P0585,Smart Solar Grid,Road,Low,5063960,66,43,73,0.09,0.95,344,Not Feasible,,,7264.21,1080723.17,117,72.23,875991.94,56,59.66,1340824.14,85,35.64,584873.25,49,25.51,1181547.5,38,21.96,1120937.73,141,897936.7,64,1343258.84,86,580204.01,47,1168057.32,35,5110394.6,373,False,True,False
P0586,Dam Reinforcement,Water Infra,Medium,4264908,72,81,48,2.35,0.91,225,Not Feasible,,,2348.28,494605.48,44,94.37,684195.99,48,100.0,1592483.43,69,56.37,1083250.44,36,68.43,410372.66,28,80.84,543363.46,60,755510.56,67,1688722.57,80,1161829.17,44,445253.31,36,4594679.07,287,False,False,True
P0587,Dam Reinforcement,Road,Low,5260538,73,35,41,1.38,0.58,173,Not Feasible,,,7703.26,1183532.96,55,63.78,963331.01,33,45.32,1416948.51,36,27.83,607640.24,24,22.81,1089085.28,25,15.26,1234133.4,64,987085.4,35,1427595.89,35,609216.17,22,1083849.78,22,5341880.64,178,False,True,False
P0588,Highway Expansion,Power Plant,Low,2612818,99,39,84,6.12,0.94,597,Not Feasible,,,302.16,191573.21,72,31.22,311245.52,108,41.89,459658.31,92,26.93,1339281.47,231,51.45,311059.5,95,43.5,201214.62,71,330292.27,112,480783.31,88,1434279.9,252,330604.95,100,2777175.05,623,False,True,False
P0589,Urban Flyover,Water Infra,Medium,3275504,57,59,48,1.67,0.64,579,Not Feasible,,,1306.92,457354.93,117,70.15,561084.1,133,78.88,1329909.6,167,39.57,618538.16,91,50.59,308617.2,71,55.81,487549.7,144,603006.47,170,1377199.1,177,647322.39,102,324583.75,82,3439661.41,675,False,False,True
P0590,Highway Expansion,Building,Low,4225187,90,50,67,5.29,0.54,513,Feasible,,,1390.2,301810.53,50,45.32,549969.64,53,74.59,1287825.56,118,41.22,1135820.28,130,59.05,949760.99,162,29.83,319167.81,53,597884.03,64,1356547.43,122,1216918.59,147,989498.88,158,4480016.74,544,False,True,False
P0591,Dam Reinforcement,Bridge,Medium,5604299,55,89,24,5.9,0.83,345,Feasible,,,1019.92,356204.76,21,64.87,1100539.71,83,100.0,2329785.67,146,100.0,942327.27,47,62.27,875441.59,47,39.57,393455.68,25,1255734.75,116,2658325.55,204,1038331.87,56,944018.32,50,6289866.17,451,False,False,True
P0592,Dam Reinforcement,Water Infra,Low,5660456,54,92,54,2.98,0.83,519,Not Feasible,,,2590.02,810152.23,86,100.0,965721.66,107,100.0,2275825.77,170,53.2,1101090.88,91,78.58,507665.46,65,95.45,882837.07,117,1052363.8,145,2374494.16,187,1176513.11,113,550923.65,86,6037131.79,648,False,True,False
P0593,Urban Flyover,Bridge,High,6968136,93,71,93,0.35,0.55,479,Feasible,,,1141.37,578812.35,32,48.47,1709882.73,135,100.0,2833732.27,174,100.0,853268.44,71,48.12,992440.21,68,21.87,611058.3,37,1893859.95,196,3138631.66,252,900503.78,82,1021148.38,68,7565202.07,635,True,False,False
P0594,Industrial Complex,Road,Medium,5098502,78,80,90,0.37,0.66,549,Not Feasible,,,10404.8,1238187.27,210,100.0,894100.65,91,96.93,1310784.54,122,75.4,562786.62,60,39.75,1092642.92,66,47.6,1351571.96,293,973252.39,126,1398818.92,154,580674.62,64,1135883.79,73,5440201.68,710,False,False,True
P0595,Industrial Complex,Road,High,4621581,77,93,65,0.26,1.0,532,Borderline,,,11702.5,977034.5,192,100.0,733501.19,83,100.0,1329652.17,117,76.54,574824.32,74,54.05,1006568.83,66,46.68,1092594.91,279,820257.29,120,1455207.1,154,615960.6,88,1071060.47,75,5055080.37,716,True,False,False
P0596,Dam Reinforcement,Road,Low,5246238,60,85,54,7.39,0.84,134,Not Feasible,,,9774.08,1108152.66,47,100.0,1005189.53,22,100.0,1519479.49,29,71.66,551034.75,18,56.81,1062381.58,18,39.78,1268309.71,64,1150465.72,30,1694278.9,35,605911.15,20,1149357.23,19,5868322.71,168,False,True,False
P0597,Dam Reinforcement,Road,Medium,6963135,50,70,64,3.18,0.87,167,Feasible,,,22226.69,1726477.72,58,100.0,1113554.04,32,94.67,1692294.24,33,57.91,876583.03,21,42.7,1554225.97,23,30.7,1960005.24,81,1258050.53,44,1847686.0,38,943313.4,23,1653293.69,23,7662348.86,209,False,False,True
P0598,Highway Expansion,Road,Low,1425523,92,61,32,7.96,0.61,258,Not Feasible,,,4081.39,351494.07,87,100.0,217027.55,43,81.01,406578.99,59,51.14,151771.38,33,36.16,298651.01,36,26.77,402149.43,118,244017.71,54,444510.75,64,163566.17,33,318943.63,34,1573187.69,303,False,True,False
P0599,Highway Expansion,Power Plant,High,6034834,68,44,29,4.32,0.54,153,Not Feasible,,,893.83,387725.56,18,33.26,786321.76,27,49.69,912661.75,23,28.81,3088896.97,61,56.42,859227.96,23,51.82,419242.89,19,863759.84,31,982599.82,24,3414850.48,73,945761.17,27,6626214.2,174,True,False,False
P0600,Highway Expansion,Bridge,Low,4599865,58,91,85,4.53,0.64,539,Borderline,,,757.14,395051.04,38,64.81,779958.0,148,100.0,2238728.63,208,100.0,661893.43,71,65.11,524233.9,75,30.96,422221.12,44,861149.45,200,2471774.03,282,707615.21,83,542477.27,74,5005237.08,683,False,True,False
P0601,Smart Solar Grid,Water Infra,Low,5199790,76,56,89,5.13,0.62,533,Feasible,,,2589.38,662452.31,84,65.94,995915.76,114,78.93,2214370.23,178,32.34,1062771.73,95,48.81,264279.97,63,53.99,714137.97,98,1086702.38,141,2311893.02,176,1127279.36,102,281705.6,70,5521718.33,587,False,True,False
P0602,Dam Reinforcement,Power Plant,Low,6382287,83,57,91,7.13,0.62,474,Feasible,,,743.05,359330.48,49,46.17,667668.92,82,60.22,1056118.03,74,38.98,3366506.98,177,75.47,932662.59,92,64.17,386700.72,52,728175.09,93,1128751.42,76,3724401.44,216,1020972.95,107,6989001.62,544,False,True,False
P0603,Smart Solar Grid,Power Plant,High,6067636,93,93,44,2.74,0.6,576,Borderline,,,961.24,470852.45,72,76.23,697098.88,99,100.0,1001219.08,103,65.94,3263613.46,223,100.0,634852.14,79,97.37,522303.35,95,790350.91,144,1100005.27,129,3700192.24,323,718056.4,113,6830908.17,804,True,False,False
P0604,Industrial Complex,Power Plant,High,2039458,53,88,63,1.22,0.79,329,Feasible,,,330.02,133112.43,39,66.83,285894.98,55,99.48,403950.85,54,54.36,998007.73,118,100.0,218492.01,64,99.02,144111.8,49,318991.83,80,432218.3,64,1114069.51,171,243683.91,92,2253075.35,456,True,False,False
P0605,Dam Reinforcement,Power Plant,Medium,4772811,85,87,79,5.56,0.66,138,Feasible,,,630.74,336128.65,17,70.0,629175.54,23,96.0,787830.59,26,59.31,2411878.65,51,100.0,607797.58,22,100.0,371726.36,21,712715.88,32,862561.29,30,2742093.07,71,691012.18,31,5380108.78,185,False,False,True
P0606,Dam Reinforcement,Power Plant,Low,3317336,67,31,66,3.27,0.91,315,Feasible,,,386.7,304893.94,43,26.38,360507.57,57,35.66,543500.22,50,20.59,1723354.38,110,40.21,385079.89,55,32.16,310201.6,41,370099.64,57,549842.24,46,1776980.58,113,393989.76,54,3401113.82,311,False,True,False
P0607,Urban Flyover,Bridge,Low,5160435,64,65,59,4.42,0.59,445,Not Feasible,,,819.04,322469.44,41,55.92,936722.52,118,100.0,2368213.64,165,96.3,845760.83,59,38.7,687268.56,62,21.38,341431.67,46,1033208.27,160,2603361.75,220,880890.5,60,703879.07,58,5562771.26,544,False,True,False
P0608,Dam Reinforcement,Water Infra,Medium,3763642,62,42,26,6.47,0.73,234,Feasible,,,1918.42,506982.06,46,47.44,710575.65,51,55.87,1546693.54,64,27.44,645718.05,45,35.98,353672.7,28,43.27,554296.57,51,783143.26,59,1658750.96,63,698256.11,47,385140.07,30,4079586.97,250,False,False,True
P0609,Industrial Complex,Bridge,Low,2809891,68,44,65,4.94,0.51,536,Feasible,,,438.26,183059.98,44,31.07,660963.67,146,77.57,1327041.28,203,69.21,333938.54,70,28.79,304887.54,73,13.36,190133.17,43,717462.84,180,1429301.26,241,346074.51,68,311228.79,65,2994200.57,597,False,True,False
P0610,Dam Reinforcement,Water Infra,Low,4788340,98,89,42,6.2,0.74,471,Borderline,,,2152.81,514416.79,87,100.0,882982.02,100,100.0,1716444.17,156,57.23,1196254.56,76,72.73,478242.45,53,91.79,577844.87,118,991854.55,135,1853115.99,175,1310441.01,92,533200.66,69,5266457.08,589,False,True,False
P0611,Smart Solar Grid,Power Plant,Low,3419862,55,51,65,5.44,0.53,583,Not Feasible,,,557.57,302757.6,65,39.4,324111.82,102,54.17,630649.85,103,30.24,1685966.6,212,70.02,476376.12,100,61.17,318544.58,67,345858.12,113,657686.86,101,1826136.85,253,511714.12,114,3659940.53,648,False,True,False
P0612,Dam Reinforcement,Power Plant,Low,1197775,97,92,32,7.4,0.99,194,Feasible,,,141.83,104865.57,27,71.51,161308.96,35,95.29,165208.04,37,61.72,645733.55,70,100.0,120658.88,25,100.0,115808.38,32,182095.19,47,180780.69,42,732077.21,95,136792.67,34,1347554.14,250,False,True,False
P0613,Smart Solar Grid,Road,Low,3386488,61,54,40,7.06,0.9,269,Feasible,,,6754.8,900121.45,90,99.25,529630.57,47,67.66,808890.25,61,44.13,357787.95,36,28.78,790057.78,35,30.17,1023277.71,122,584792.7,55,873454.13,64,380666.05,35,841712.31,34,3703902.9,310,False,True,False
P0614,Highway Expansion,Building,High,1787494,86,77,20,5.34,0.75,155,Feasible,,,608.49,71004.07,13,69.16,245901.39,21,100.0,492350.96,35,54.81,504814.56,36,82.82,473423.02,51,46.88,80197.26,17,285750.65,30,548633.84,42,577459.73,49,523576.13,58,2015617.61,196,True,False,False
P0615,Highway Expansion,Building,High,6851244,66,72,38,6.79,0.54,361,Borderline,,,2410.45,502093.96,27,61.52,951936.59,41,100.0,2310983.64,90,56.86,1811108.26,77,78.46,1275121.54,126,37.38,571828.0,33,1123447.91,59,2620393.83,108,2095562.85,102,1419193.75,137,7830426.34,439,True,False,False
P0616,Urban Flyover,Bridge,High,6332660,72,67,79,8.74,0.8,270,Not Feasible,,,1285.19,471476.88,23,51.65,1475922.35,67,100.0,2722880.04,92,99.35,885774.64,45,47.34,776606.09,43,25.75,541071.69,27,1771655.92,97,3266537.7,133,1012358.0,52,869291.64,44,7460914.95,353,True,False,False
P0617,Dam Reinforcement,Bridge,Medium,2201193,75,70,52,4.32,0.88,182,Feasible,,,470.38,136634.48,16,49.38,454328.8,46,100.0,1007267.54,65,100.0,316697.84,29,48.25,286264.35,26,29.79,146428.54,18,510382.29,64,1131540.67,91,339033.5,32,301056.9,26,2428441.9,231,False,False,True
P0618,Highway Expansion,Water Infra,Medium,4943334,78,74,23,4.13,0.6,273,Not Feasible,,,2322.35,532729.86,50,87.14,964288.4,62,100.0,2100946.4,69,46.54,1092944.22,53,55.33,252425.13,39,80.16,591475.32,66,1083287.52,87,2245509.61,76,1177959.6,61,278461.27,50,5376693.32,340,False,False,True
P0619,Highway Expansion,Road,High,4009758,82,69,22,7.64,0.78,307,Not Feasible,,,8006.59,973273.58,107,100.0,569112.97,59,90.22,1054689.01,67,57.56,513239.09,35,34.02,899443.34,40,43.6,1164235.25,155,674723.37,82,1212949.06,81,577114.24,37,1020753.8,45,4649775.72,400,True,False,False
